name,location,price,taxes,stars,ratings,condition,feature1,feature2,feature3
Capital O Sri Krishna Suites Near 7d Voyage,"Bangalore Urban, Bangalore",₹1222,+ ₹187 taxes & fees,3.7,(53 Ratings),Good,Living Room,Reception,Washing Machine
OYO Flagship Turahalli Hotel,"Pavamanapura, Bangalore",₹1225,+ ₹187 taxes & fees,4.8,(7 Ratings),Excellent,Elevator,Free Wifi,Geyser
OYO Hotel Silver House Near Mantri Square Mall,"Arghar Dasrahalli Near Madhu Hospital Opp Maharaja Tent House Reliance Smart Building Magadi Main Road, Bangalore",₹912,+ ₹149 taxes & fees,3.9,(307 Ratings),Good,Parking facility,Reception,24x7 Facility Manager
OYO Flagship BNS Lodge Near National College Basavanagudi,"Basavanagudi, Bangalore",₹664,+ ₹120 taxes & fees,3.8,(20 Ratings),Good,AC,TV,
Collection O Hotel Millennium Plaza,"India, Bangalore",₹963,+ ₹156 taxes & fees,4.0,(43 Ratings),Very Good,Elevator,Free Wifi,Geyser
Collection O Hotel Champion Paradise,"India, Bangalore",₹1184,+ ₹182 taxes & fees,4.0,(90 Ratings),Very Good,Elevator,Free Wifi,Geyser
Collection O M&m Hospitality Kiap Airport Back Gate,"Bangalore North, Bangalore",₹1098,+ ₹172 taxes & fees,5.0,(2 Ratings),Fabulous,Elevator,Free Wifi,Geyser
SPOT ON SLN Comforts,"Tarabanahalli, Bangalore",₹588,+ ₹111 taxes & fees,3.7,(2 Ratings),Good,AC,TV,
OYO Townhouse 078 DODDA BANASWADI,"Near Udupi Upachar, Lakshmamma Layout, Bangalore",₹1098,+ ₹172 taxes & fees,4.4,(25 Ratings),Very Good,AC,TV,
OYO Flagship Sri Sai Guru Comforts,"Near Hosahalli Main Road, Hunasamaranahalli, Bangalore",₹644,+ ₹117 taxes & fees,3.4,(77 Ratings),Fair,Reception,Free Wifi,Power backup
OYO Flagship Grand Residency,"Near Lumbini Garden, Kempapur, Bangalore",₹804,+ ₹136 taxes & fees,3.5,(13 Ratings),Good,Parking facility,Reception,Free Wifi
OYO Hotel Golden Inn Near Cubbon Park,"Centrally Located, Near HKP Road, Shivaji Nagar, Bangalore",₹1025,+ ₹163 taxes & fees,3.2,(62 Ratings),Fair,,,
OYO Flagship Lakshmana Hotel,"Agrahara, Bangalore",₹640,+ ₹117 taxes & fees,3.2,(34 Ratings),Fair,Free Wifi,Geyser,Power backup
OYO Anjani Fortune Suites,"Yelahanka Zone, Bangalore",₹796,+ ₹155 taxes & fees,3.8,(193 Ratings),Good,Private entrance,Elevator,Free Wifi
OYO Home Exotic Stay Bsk 3rd Stage,"Katriguppe, Bangalore",₹752,+ ₹130 taxes & fees,3.6,(254 Ratings),Good,Private entrance,Elevator,Free Wifi
Collection O Ya Inn And Suites,"frazer town, Bangalore",₹1039,+ ₹165 taxes & fees,4.1,(28 Ratings),Very Good,Elevator,Free Wifi,Geyser
OYO Flagship Sri Chamundeshwari Boarding And Lodge,"arogya badavane srigandhakavalu, Bangalore",₹767,+ ₹132 taxes & fees,4.1,(39 Ratings),Very Good,Elevator,Free Wifi,Geyser
OYO Flagship 65498 SK Lodge,"Near Kengeri Government Hospital, Kengeri Satellite Town, Bangalore",₹780,+ ₹134 taxes & fees,3.5,(106 Ratings),Good,AC,TV,
Collection O Goyal Residency,"Bangalore, Bangalore",₹1147,+ ₹178 taxes & fees,4.1,(120 Ratings),Very Good,Elevator,Free Wifi,Geyser
OYO Flagship Hotel Royal Galaxy,"Bellandur, Bangalore",₹789,+ ₹135 taxes & fees,3.4,(144 Ratings),Fair,Elevator,Free Wifi,Geyser
Capital O Sri Krishna Suites Near 7d Voyage,"Bangalore Urban, Bangalore",₹1222,+ ₹187 taxes & fees,3.7,(53 Ratings),Good,Living Room,Reception,Washing Machine
OYO Flagship Turahalli Hotel,"Pavamanapura, Bangalore",₹1225,+ ₹187 taxes & fees,4.8,(7 Ratings),Excellent,Elevator,Free Wifi,Geyser
OYO Hotel Silver House Near Mantri Square Mall,"Arghar Dasrahalli Near Madhu Hospital Opp Maharaja Tent House Reliance Smart Building Magadi Main Road, Bangalore",₹912,+ ₹149 taxes & fees,3.9,(307 Ratings),Good,Parking facility,Reception,24x7 Facility Manager
OYO Flagship BNS Lodge Near National College Basavanagudi,"Basavanagudi, Bangalore",₹664,+ ₹120 taxes & fees,3.8,(20 Ratings),Good,AC,TV,
Collection O Hotel Millennium Plaza,"India, Bangalore",₹963,+ ₹156 taxes & fees,4.0,(43 Ratings),Very Good,Elevator,Free Wifi,Geyser
Collection O Hotel Champion Paradise,"India, Bangalore",₹1184,+ ₹182 taxes & fees,4.0,(90 Ratings),Very Good,Elevator,Free Wifi,Geyser
Collection O M&m Hospitality Kiap Airport Back Gate,"Bangalore North, Bangalore",₹1098,+ ₹172 taxes & fees,5.0,(2 Ratings),Fabulous,Elevator,Free Wifi,Geyser
SPOT ON SLN Comforts,"Tarabanahalli, Bangalore",₹588,+ ₹111 taxes & fees,3.7,(2 Ratings),Good,AC,TV,
OYO Townhouse 078 DODDA BANASWADI,"Near Udupi Upachar, Lakshmamma Layout, Bangalore",₹1098,+ ₹172 taxes & fees,4.4,(25 Ratings),Very Good,AC,TV,
OYO Flagship Sri Sai Guru Comforts,"Near Hosahalli Main Road, Hunasamaranahalli, Bangalore",₹644,+ ₹117 taxes & fees,3.4,(77 Ratings),Fair,Reception,Free Wifi,Power backup
OYO Flagship Grand Residency,"Near Lumbini Garden, Kempapur, Bangalore",₹804,+ ₹136 taxes & fees,3.5,(13 Ratings),Good,Parking facility,Reception,Free Wifi
OYO Hotel Golden Inn Near Cubbon Park,"Centrally Located, Near HKP Road, Shivaji Nagar, Bangalore",₹1025,+ ₹163 taxes & fees,3.2,(62 Ratings),Fair,,,
Capital O Prime Residency,"Near Perseverance HBR, Saint Thomas Town, Bangalore",₹1061,+ ₹177 taxes & fees,3.6,(336 Ratings),Good,Parking facility,Reception,Free Wifi
OYO Flagship Varcity Plaza Near Ragigudda Sri Prasanna Anjaneyaswamy Temple,"Near Cross Road, Maruti Nagar, Bangalore",₹859,+ ₹143 taxes & fees,3.5,(208 Ratings),Good,Elevator,Free Wifi,Geyser
OYO Flagship M.S. Residency,"Bidadi, Bangalore",₹573,+ ₹109 taxes & fees,2.5,(5 Ratings),Fair,Elevator,Free Wifi,Geyser
Capital O Green Residency,"Near Summanahalli Bus Stop, Bangalore",₹546,+ ₹136 taxes & fees,3.5,(185 Ratings),Good,,,
OYO Elite Stays Near Nexus Whitefield (The Forum Neighbourhood Mall),"Bangalore East, Bangalore",₹860,+ ₹133 taxes & fees,3.6,(633 Ratings),Good,Doctor on call,Reception,Caretaker
Super OYO 28119 Omkar Global Inn,"Near BGS hospital, Bangalore",₹687,+ ₹133 taxes & fees,3.8,(49 Ratings),Good,Parking facility,Reception,Free Wifi
SPOT ON Happy Stay Near Sri Amruth Chithra Mandira,"Rt Nagar Post, Bangalore",₹820,+ ₹158 taxes & fees,4.0,(311 Ratings),Very Good,Free Wifi,Geyser,Power backup
Collection O Valleyton Suites,"Marathahalli, Bangalore",₹1434,+ ₹212 taxes & fees,4.1,(185 Ratings),Very Good,Elevator,Free Wifi,Geyser
OYO Maple In Suites,"South Zone, Bangalore",₹804,+ ₹136 taxes & fees,,,,Parking facility,Reception,Free Wifi
Flagship 48782 Mmr Castle,"Near Kudlu Gate Signal, Aecs B Block , Bangalore",₹903,+ ₹148 taxes & fees,3.7,(63 Ratings),Good,Private entrance,Parking facility,Reception
OYO Sai Orchid,"1st phase Mathikere, Bangalore",₹762,+ ₹122 taxes & fees,2.6,(27 Ratings),Fair,Reception,Free Wifi,Power backup
Flagship Vinayaka Lodge,"Somashettihalli, Bangalore",₹579,+ ₹109 taxes & fees,4.0,(65 Ratings),Very Good,Elevator,Free Wifi,Geyser
Collection O 10885 Hotel Keerthana International,"Suryanagar, Bangalore",₹925,+ ₹151 taxes & fees,3.2,(126 Ratings),Fair,Parking facility,Free Wifi,Power backup
SPOT ON Krishnaa Comforts Near Cubbon Park,"Shivaji Nagar, Bangalore",₹986,+ ₹188 taxes & fees,3.4,(299 Ratings),Fair,TV,Reception,Free Wifi
Collection O Pride Homes,"Aecs Layout, Bangalore",₹1465,+ ₹206 taxes & fees,4.4,(434 Ratings),Very Good,Parking facility,Elevator,Free Wifi
Collection O Royal Rooms,"Karnataka , Bangalore",₹1813,+ ₹258 taxes & fees,4.2,(315 Ratings),Very Good,Elevator,Free Wifi,Geyser
OYO Nra Residency Near Rajarajeshwari Nagar Metro Station,"Rajarajeshwari Nagar, Bangalore",₹773,+ ₹133 taxes & fees,3.7,(47 Ratings),Good,Parking facility,Reception,Free Wifi
Super OYO Capital O Davis Let,"India, Bangalore",₹1414,+ ₹210 taxes & fees,4.6,(140 Ratings),Excellent,Reception,Free Wifi,Caretaker
OYO Flagship Mr Lodge,"Chikkabanavara, Bangalore",₹655,+ ₹119 taxes & fees,3.5,(11 Ratings),Good,Free Wifi,Geyser,Power backup
Collection O Hotel Hemadri Residency,"Opp Saraswati Kalyana Mantapa, Bangalore",₹954,+ ₹155 taxes & fees,4.0,(194 Ratings),Very Good,Elevator,Free Wifi,Geyser
SPOT ON Star Lion Residency,"Srinivasapura, Bangalore",₹544,+ ₹105 taxes & fees,NEW,,,Elevator,Free Wifi,Geyser
Collection O Hotel E City Inn,"Bangalore, Bangalore",₹1304,+ ₹197 taxes & fees,3.9,(73 Ratings),Good,Elevator,Free Wifi,Geyser
SPOT ON Hotel Sri Thirumala Paradise,"Sevashrama, Bangalore",₹678,+ ₹121 taxes & fees,3.5,(374 Ratings),Good,Free Wifi,Geyser,Power backup
OYO SKY INNs,"Yeshwantpur, Bangalore",₹811,+ ₹137 taxes & fees,5.0,(1 Ratings),Fabulous,Elevator,Free Wifi,Geyser
Collection O Green Wood 5,"#513 Greenwood 5 (la Tomatillo) 7th Main West Wing Amarjyoti Layout Domlur Inner Ring Road Bangalore, Bangalore",₹880,+ ₹146 taxes & fees,3.7,(8 Ratings),Good,Elevator,Free Wifi,Geyser
OYO N R Classic,"Koramangala, Bangalore",₹912,+ ₹139 taxes & fees,3.3,(192 Ratings),Fair,Parking facility,Free Wifi,Geyser
OYO Hotel Bungalow Inn Lodging & Boarding,"Near Jigani, Bangalore",₹810,+ ₹137 taxes & fees,NEW,,,Elevator,Free Wifi,Geyser
OYO Flagship Navarang Residency,"Rajajinagar, Bangalore",₹772,+ ₹133 taxes & fees,3.2,(44 Ratings),Fair,Free Wifi,Geyser,Power backup
Collection O Coastal Grand,"Electronic city phase 2, Bangalore",₹1208,+ ₹185 taxes & fees,4.3,(6 Ratings),Very Good,Elevator,Free Wifi,Geyser
Collection O Sai Shwetha Grand Arra.,"New Airport road, Bangalore",₹879,+ ₹146 taxes & fees,3.4,(66 Ratings),Fair,Free Wifi,Power backup,Attached Washroom
Flagship Sri Hari Premium Comforts Near Sandhya Digital 4K Theatre,"Near KLM Finvest, HSR layout sector7, Bangalore",₹773,+ ₹133 taxes & fees,3.2,(73 Ratings),Fair,Parking facility,Reception,Power backup
OYO SSV Comforts,"Jigani Hobli, Bangalore",₹686,+ ₹122 taxes & fees,5.0,(1 Ratings),Fabulous,Elevator,Free Wifi,Geyser
OYO Flagship 80891G Amsterdam House,"Amsterdam House Uniworld 1, Bangalore",₹701,+ ₹124 taxes & fees,,,,Elevator,Free Wifi,Geyser
"OYO Townhouse 014 MG Road,Bangalore","Shivaji Nagar, Bangalore",₹2319,+ ₹318 taxes & fees,5.0,(4 Ratings),Fabulous,AC,TV,
OYO Flagship Ashreya Inn,"Kumbalgodu Post, Bangalore",₹572,+ ₹109 taxes & fees,3.2,(9 Ratings),Fair,AC,TV,
OYO Home Mishra Suites,"Singasandra, Bangalore",₹700,+ ₹134 taxes & fees,3.6,(248 Ratings),Good,Private entrance,Free Wifi,Geyser
OYO Flagship Sunder Nivas,"Yeshwantpur, Bangalore",₹733,+ ₹128 taxes & fees,3.8,(190 Ratings),Good,Free Wifi,Geyser,Power backup
Townhouse OAK Tranquil Inn,"Green Glen Layout, Bangalore",₹1686,+ ₹242 taxes & fees,4.6,(90 Ratings),Excellent,Elevator,Free Wifi,Geyser
OYO SM Residency,"151, Rachenahalli, Manyata Tech Park, Gate No.5, P&T Layout, 7th Cross, Dr.SRK Nagar post, Bangalore",₹862,+ ₹153 taxes & fees,4.0,(203 Ratings),Very Good,Parking facility,Private entrance,Free Wifi
OYO Poornima Mahal,"Stage 2, Bangalore",₹832,+ ₹140 taxes & fees,,,,Elevator,Free Wifi,Geyser
SPOT ON  Benaka Delux Lodging & Delux Rooms,"Plot No 38/1 & 38/2 Palace Guttahalli, Bangalore",₹879,+ ₹145 taxes & fees,3.3,(3 Ratings),Fair,Free Wifi,Geyser,Power backup
Collection O Preethi Boarding & Lodging,"Anekal taluk, Bangalore",₹705,+ ₹125 taxes & fees,3.0,(1 Ratings),Fair,Elevator,Free Wifi,Geyser
OYO Flagship Silver Suites,"Near manjunatha medicals, Hebbal Kempapura, Bangalore",₹1461,+ ₹215 taxes & fees,4.2,(177 Ratings),Very Good,Reception,Free Wifi,Caretaker
OYO Flagship 829 Garden Green,"Near HAL 2nd Stage, Kodihalli,Bangalore",₹945,+ ₹153 taxes & fees,3.9,(43 Ratings),Good,Parking facility,Free Wifi,Power backup
Flagship Sai Vishram,"26/1 sheshadri Road  Anandrao Circle Gandhi Nagar, Bangalore",₹782,+ ₹134 taxes & fees,3.6,(90 Ratings),Good,AC,TV,
OYO Champion Comfort Near Hosahalli Metro Station,"Near Sarvodaya College of Nursing, Magadi Rd, Bangalore",₹1061,+ ₹157 taxes & fees,4.0,(37 Ratings),Very Good,Parking facility,Free Wifi,Power backup
OYO Flagship C-suites,"Kumarswamy Layout, Bangalore",₹909,+ ₹149 taxes & fees,3.7,(57 Ratings),Good,Elevator,Free Wifi,Geyser
SPOT ON 81074 SK Lodge,"Vishwaneedam Post, Bangalore",₹527,+ ₹103 taxes & fees,3.3,(54 Ratings),Fair,Free Wifi,Geyser,Power backup
OYO Home Peaceful Stay,"Bangalore- North , Bangalore",₹499,+ ₹100 taxes & fees,2.9,(100 Ratings),Fair,Parking facility,Free Wifi,TV
OYO Flagship Hotel Virat Inn,"Bangalore, Bangalore",₹999,+ ₹160 taxes & fees,5.0,(13 Ratings),Fabulous,Free Wifi,Geyser,Power backup
OYO Hotel Pvg Comfort,"chikkabanawara, Bangalore",₹767,+ ₹132 taxes & fees,3.5,(16 Ratings),Good,Elevator,Free Wifi,Geyser
OYO Nr Royal,"Sector 6, HSR Layout Ward, Bommanahalli Zone, Bengaluru, Bangalore South, Bangalore Urban, Karnataka",₹838,+ ₹171 taxes & fees,3.3,(127 Ratings),Fair,Parking facility,Reception,Free Wifi
Collection O IRA International Boutique Hotel,"Koramangala , Bangalore",₹1636,+ ₹236 taxes & fees,4.3,(22 Ratings),Very Good,Elevator,Free Wifi,Geyser
SPOT ON SRI VARU HOTEL & LODGING,"Electronic city, Bangalore",₹584,+ ₹110 taxes & fees,NEW,,,Free Wifi,Geyser,Power backup
OYO 79522 The Host,"Bengaluru , Bangalore",₹1467,+ ₹206 taxes & fees,4.0,(101 Ratings),Very Good,Reception,Free Wifi,Caretaker
OYO MRV Royal Suites,"Near New International Airport, Bangalore",₹798,+ ₹146 taxes & fees,3.1,(53 Ratings),Fair,Parking facility,Free Wifi,Caretaker
OYO Kings Suites Near ITC Factory,"Near MSO Colony, Maruthi Seva Nagar, Bangalore",₹1227,+ ₹177 taxes & fees,4.7,(176 Ratings),Excellent,Free Wifi,AC,TV
OYO Sri BALAJI COMFORTS,"Devki Apparao Layout, Bangalore",₹921,+ ₹151 taxes & fees,4.3,(3 Ratings),Very Good,Elevator,Free Wifi,Geyser
Flagship Sree Nandanam Residency,"Bengaluru, Bangalore",₹557,+ ₹107 taxes & fees,3.0,(59 Ratings),Fair,Elevator,Free Wifi,Geyser
OYO Hotel Mekala Suites Inn,"SRK nagar post, Bangalore",₹544,+ ₹105 taxes & fees,2.1,(8 Ratings),Fair,Elevator,Free Wifi,Geyser
Collection O SM Royal Stay,"Vidyanagar Cross, Bangalore",₹1414,+ ₹210 taxes & fees,3.3,(71 Ratings),Fair,Elevator,Free Wifi,Geyser
OYO Flagship Anjana Residency,"Kada Sonappana Halli, Bangalore",₹588,+ ₹111 taxes & fees,3.2,(8 Ratings),Fair,Elevator,Free Wifi,Geyser
OYO Flagship Century Residency,"Near Sri Balaji medicals, Zuzuvadi, Bangalore",₹1015,+ ₹182 taxes & fees,3.0,(73 Ratings),Fair,Free Wifi,Geyser,Power backup
OYO Sri Sai Sevalal Comfort's,"Main Gate, Bangalore",₹767,+ ₹132 taxes & fees,3.1,(98 Ratings),Fair,Hair Dryer,Reception,Free Wifi
OYO Hotel SD,"Mahadeva Kodegahalli, Bangalore",₹880,+ ₹146 taxes & fees,2.0,(1 Ratings),Fair,Elevator,Free Wifi,Geyser
SPOT ON 71449 Ssr Lodging And Boarding,"Near Jumma masjid, Shivaji Nagar, Bangalore",₹712,+ ₹135 taxes & fees,3.6,(117 Ratings),Good,TV,,
Collection O Cosmos Homtel,"Marathalli, Bangalore",₹1087,+ ₹170 taxes & fees,3.7,(15 Ratings),Good,Elevator,Free Wifi,Geyser
Super OYO Collection O Pioneer Suites,"Sarjupur, Bangalore",₹1712,+ ₹245 taxes & fees,4.3,(65 Ratings),Very Good,Elevator,Free Wifi,Geyser
OYO V G Grand,"Anjana Nagar, Bangalore",₹954,+ ₹154 taxes & fees,NEW,,,Elevator,Free Wifi,Geyser
OYO Flagship Hotel Grand Arabian,"Yeswanthpur, Bangalore",₹936,+ ₹152 taxes & fees,2.8,(20 Ratings),Fair,AC,TV,
Collection O 81138 Emara Galaxy Executive Rooms,"Karnatakanull, Bangalore",₹918,+ ₹150 taxes & fees,3.8,(201 Ratings),Good,Elevator,Reception,Free Wifi
Flagship Sri Sai Comforts,"1st Main, Bangalore",₹916,+ ₹140 taxes & fees,4.1,(20 Ratings),Very Good,Elevator,Free Wifi,Geyser
OYO Hotel Royal Embassy,"Near Forum Mall, Koramangala, Bangalore",₹921,+ ₹151 taxes & fees,2.2,(3 Ratings),Fair,Free Wifi,Caretaker,Power backup
Collection O Hotel Leela Park,"Above Cafe Coffee Day, Bangalore",₹1056,+ ₹167 taxes & fees,NEW,,,Elevator,Free Wifi,Geyser
OYO Flagship 7558 Galaxy Inn,"Shivaji Nagar, Bangalore",₹1461,+ ₹215 taxes & fees,4.5,(21 Ratings),Excellent,Reception,Free Wifi,Caretaker
OYO 814123 Helloworld HSR Castle De Monte,"Karnataka , Bangalore",₹1029,+ ₹163 taxes & fees,3.2,(20 Ratings),Fair,Elevator,Free Wifi,Geyser
OYO Galaxy Residency,", Bangalore",₹862,+ ₹143 taxes & fees,NEW,,,Free Wifi,Geyser,Power backup
Collection O Liva Residency,"HRBR Layout, Bangalore",₹901,+ ₹148 taxes & fees,3.5,(57 Ratings),Good,Free Wifi,Geyser,Power backup
OYO Flagship 27781 Sri Sai Comforts Near Kengeri Bus Terminal Metro Station,"147,RPS Towers,Uttarahalli- Kengeri main road,Bangalore",₹993,+ ₹159 taxes & fees,3.6,(20 Ratings),Good,Parking facility,Reception,Free Wifi
Collection O Sabharwal Inn,"Chinnayanpalya, Bangalore",₹951,+ ₹154 taxes & fees,NEW,,,Elevator,Free Wifi,Geyser
SPOT ON Helloworld Castle Prague,"BTM 1st Stage, Bangalore",₹1404,+ ₹209 taxes & fees,4.0,(8 Ratings),Very Good,Elevator,Free Wifi,Geyser
Hotel Telehaus International Near Lalbagh Botanical Garden,"Near Karnataka Bank, Shanti Nagar, Bangalore",₹1170,+ ₹190 taxes & fees,4.3,(2 Ratings),Very Good,Hair Dryer,Free Wifi,Power backup
Collection O B Six Hotel,"Kalasipalyam Main Road, Bangalore",₹1079,+ ₹170 taxes & fees,3.5,(10 Ratings),Good,Free Wifi,Mini Fridge,Seating area
OYO Century Gardens,"Maruti Nagar, Bangalore",₹1083,+ ₹170 taxes & fees,5.0,(9 Ratings),Fabulous,AC,TV,
OYO Flagship 815366 Royal Classio,", Bangalore",₹1061,+ ₹167 taxes & fees,,,,Elevator,Free Wifi,Geyser
OYO Flagship Golden Treasury,"Bangalore south, Bangalore",₹745,+ ₹129 taxes & fees,2.4,(9 Ratings),Fair,Elevator,Free Wifi,Geyser
SPOT ON Helloworld Dom,"Ammanamma Layout Rustam Bagh Main Road, Bangalore",₹1087,+ ₹170 taxes & fees,2.7,(9 Ratings),Fair,Elevator,Free Wifi,Geyser
OYO The Coles Tree,"Near Fathima School, Bangalore",₹1163,+ ₹180 taxes & fees,NEW,,,Elevator,Free Wifi,Geyser
Flagship My Own Nest Near Ragigudda Sri Prasanna Anjaneyaswamy Temple,"Near Srinivasa Temple, Bangalore",₹1543,+ ₹225 taxes & fees,3.2,(145 Ratings),Fair,Doctor on call,Reception,Concierge
OYO FlagshipRoyal residency,"11 Uttarahalli Main Road, Bangalore",₹1098,+ ₹172 taxes & fees,NEW,,,AC,TV,
OYO Sri Sai Residency,"Toyota- Coca Cola road, harohalli - ramanagara main road,Medanahalli, bidadi.ramanagar",₹499,+ ₹100 taxes & fees,3.5,(55 Ratings),Good,Free Wifi,AC,AC
OYO Royal Residency Near Hare Krishna Hill,"Near Taj Yeshwantpur, M S K Nagar, Bangalore",₹499,+ ₹100 taxes & fees,4.0,(313 Ratings),Very Good,Free Wifi,Power backup,CCTV cameras
OYO Flagship Mr Deluxe Near Wonderla Amusement Park,"Wonderlaa Gate, Bangalore",₹499,+ ₹100 taxes & fees,3.9,(67 Ratings),Good,Free Wifi,Geyser,Power backup
OYO Flagship Lakshmi Sri Boarding & Lodging,"Attibele, Bangalore",₹499,+ ₹100 taxes & fees,4.3,(29 Ratings),Very Good,Free Wifi,Geyser,Power backup
OYO Flagship 65924 Balaji Luxury,"Near Halagevadera Halli Lake, RR Nagar, Bangalore",₹678,+ ₹121 taxes & fees,5.0,(8 Ratings),Fabulous,Elevator,Free Wifi,Geyser
SPOT ON 61410 Woodland Lodge,"Near Kempegowda Circle, Nelamangala, Bangalore",₹413,+ ₹90 taxes & fees,4.5,(55 Ratings),Excellent,AC,TV,
Collection O 6960 Hotel Kadamba Guestline,"Near Kingeri bus stop, Kengeri, Bangalore",₹687,+ ₹122 taxes & fees,4.4,(25 Ratings),Very Good,Parking facility,Reception,Free Wifi
OYO Flagship 68852 M.r Lodge,"Near Christ University, K M Jayaram Complex, Bangalore",₹508,+ ₹91 taxes & fees,5.0,(5 Ratings),Fabulous,AC,TV,
Collection O Royal Inn,"L N Colony, Bangalore",₹544,+ ₹105 taxes & fees,4.0,(7 Ratings),Very Good,Elevator,Free Wifi,Geyser
OYO Flagship Mk Residency,"170/294/1/183 Bengaluru - Kanakapura Road, Bangalore",₹568,+ ₹108 taxes & fees,3.9,(11 Ratings),Good,Free Wifi,Geyser,Power backup
OYO Flagship New Champion Residency,"Near Old Madras Road, KR Puram, Bangalore",₹843,+ ₹151 taxes & fees,4.2,(151 Ratings),Very Good,Parking facility,Reception,Free Wifi
OYO Flagship Hotel VBH Inn,"Bangalore, Bangalore",₹553,+ ₹106 taxes & fees,3.9,(37 Ratings),Good,AC,TV,
OYO Flagship Hotel Golden Suites,9113219329,₹772,+ ₹133 taxes & fees,4.4,(369 Ratings),Very Good,Free Wifi,Geyser,Power backup
Capital O King Suites -hennur Near D Mart,"East Zone, Bangalore",₹905,+ ₹139 taxes & fees,4.3,(137 Ratings),Very Good,Ticket tour assistance,Reception,Designated smoking area
OYO Flagship 79566 Sai Hotel,"Kothanur, Bangalore",₹508,+ ₹91 taxes & fees,4.0,(53 Ratings),Very Good,Reception,Free Wifi,Geyser
OYO Flagship 810923 Hotel Shiva International,"Bangalore, Bangalore",₹804,+ ₹136 taxes & fees,4.9,(9 Ratings),Fabulous,Elevator,Free Wifi,Geyser
Collection O Rk Guest House Villa,"Jakkur, Bangalore",₹773,+ ₹133 taxes & fees,4.4,(5 Ratings),Very Good,Elevator,Free Wifi,Geyser
OYO Home Kkr New Town Near Sri Amruth Chithra Mandira,"Kalyan Nagar, Bangalore",₹508,+ ₹91 taxes & fees,3.2,(151 Ratings),Fair,Free Wifi,Geyser,Power backup
SPOT ON Hotel Shreyas,"Prem Nagar, Bangalore",₹499,+ ₹100 taxes & fees,3.7,(18 Ratings),Good,Elevator,Free Wifi,Geyser
Collection O Fortune Park,"Gokula Extension, Bangalore",₹865,+ ₹144 taxes & fees,4.5,(41 Ratings),Excellent,AC,TV,
OYO Flagship Pearl Valley Residency,"Anekal, Bangalore",₹818,+ ₹138 taxes & fees,3.7,(9 Ratings),Good,Free Wifi,Geyser,Power backup
OYO Flagship 813597 Sri Sai exotic stay,"a6/611 1 main 2 nd cross venkatadhri  layout behind apollo hospital  jp nagar 5th phase, Bangalore",₹818,+ ₹138 taxes & fees,2.3,(6 Ratings),Fair,AC,TV,
Super OYO Collection O Skanda Shelters,"Near Aiyappa Temple, Bangalore",,,4.3,(23 Ratings),Very Good,Elevator,Free Wifi,Geyser
Super OYO Collection O Manasi Residency,"Marathahalli Main Road, Bangalore",,,4.3,(312 Ratings),Very Good,Elevator,Free Wifi,Geyser
Capital O Elegant Amethyst Business Hotel Near Ragigudda Sri Prasanna Anjaneyaswamy Temple,"5th Block, Jayanagar, Bangalore",,,4.7,(1516 Ratings),Excellent,Doctor on call,Reception,Power backup
Super OYO Flagship Aaira Inn Near Uttam Sagar,"Near Uttam Sagar, Banaswadi main road, Bangalore",,,4.5,(642 Ratings),Excellent,Hair Dryer,Parking facility,Free Wifi
OYO HKH Homes Near Royal Meenakshi Mall,"Near GR Lavender Apartments, Bangalore",,,3.7,(615 Ratings),Good,Private entrance,Reception,Free Wifi
Super OYO Silverkey Executive Stays Yelahanka New Town,"Yelahanka New Town, Bangalore",,,4.5,(688 Ratings),Excellent,Free Wifi,Daily housekeeping,AC
Townhouse OAK Ess Jay,"Uttarahalli Hobli, Bangalore",,,4.4,(149 Ratings),Very Good,Elevator,Free Wifi,Geyser
